index,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit
1861,Northern,Uttarakhand,Dehradun,Dehradun Zoo,Zoo,1982,2.5,4.5,50,Yes,Monday,Wildlife,Yes,0.3,All
1862,Northern,Rajasthan,Jaipur,Dolls Museum,Museum,1974,1.0,4.4,30,Yes,Monday,Cultural,Yes,0.25,Morning
1863,Northern,Rajasthan,Jaipur,Amrapali Museum,Jewelry Museum,2012,2.0,4.6,100,Yes,Tuesday,Cultural,Yes,0.4,Afternoon
1864,Southern,Tamil Nadu,Chennai,Express Avenue,Shopping Mall,2010,2.0,4.7,0,Yes,None,Shopping,Yes,0.7,All
1865,Southern,Tamil Nadu,Chennai,Elliot's Beach,Beach,Unknown,1.5,4.3,0,Yes,None,Recreational,Yes,0.25,Morning
1866,Southern,Tamil Nadu,Chennai,Ashtalakshmi Temple,Temple,1976,1.0,4.6,0,Yes,None,Religious,Yes,0.4,Afternoon
1867,Eastern,West Bengal,Kolkata,Birla Temple,Temple,1996,1.0,4.7,0,Yes,None,Religious,Yes,0.55,All
1868,Eastern,West Bengal,Kolkata,Ramakrishna Mission,Religious Organization,1897,2.0,4.8,0,Yes,None,Spiritual,Yes,0.65,Morning
1869,Eastern,West Bengal,Kolkata,Tridhara Sammilani,Pandal,1982,1.5,4.5,0,Yes,None,Cultural,Yes,0.3,Afternoon
1870,Eastern,West Bengal,Kolkata,Quest Mall,Shopping Mall,2013,2.0,4.6,0,Yes,None,Shopping,Yes,0.55,All
1871,Southern,Andhra Pradesh,Hyderabad,LaserMaxx,Laser Tag Arena,2011,1.5,4.3,350,Yes,None,Entertainment,Yes,0.4,Morning
1872,Southern,Andhra Pradesh,Hyderabad,Paigah Tombs,Tomb,1786,2.0,4.6,0,Yes,None,Historical,Yes,0.5,Afternoon
1873,Southern,Andhra Pradesh,Hyderabad,Nehru Zoological Park,Zoo,1963,3.0,4.7,200,Yes,Tuesday,Wildlife,Yes,0.65,All
1874,Western,Gujarat,Ahmedabad,Gujarat Vidyapith,University,1920,2.0,4.5,0,Yes,None,Educational,Yes,0.35,Morning
1875,Western,Gujarat,Ahmedabad,Dada Harir Vav,Stepwell,1499,1.5,4.6,0,Yes,None,Historical,Yes,0.25,Afternoon
1876,Western,Gujarat,Ahmedabad,Sardar Vallabhbhai Patel National Memorial,Museum,1980,2.0,4.7,50,Yes,Monday,Historical,Yes,0.55,All
1877,Northern,Uttarakhand,Dehradun,Guchhupani (Robber's Cave),Natural Feature,Unknown,2.0,4.6,25,Yes,None,Nature,Yes,0.45,Morning
1878,Northern,Uttarakhand,Dehradun,Mindrolling Monastery,Monastery,1965,2.0,4.7,0,Yes,None,Spiritual,Yes,0.35,Afternoon
1879,Northern,Uttarakhand,Dehradun,Dehradun Zoo,Zoo,1982,2.5,4.5,50,Yes,Monday,Wildlife,Yes,0.3,All
1880,Northern,Rajasthan,Jaipur,Dolls Museum,Museum,1974,1.0,4.4,30,Yes,Monday,Cultural,Yes,0.25,Morning
1881,Northern,Rajasthan,Jaipur,Amrapali Museum,Jewelry Museum,2012,2.0,4.6,100,Yes,Tuesday,Cultural,Yes,0.4,Afternoon
1882,Southern,Tamil Nadu,Chennai,Express Avenue,Shopping Mall,2010,2.0,4.7,0,Yes,None,Shopping,Yes,0.7,All
1883,Southern,Tamil Nadu,Chennai,Elliot's Beach,Beach,Unknown,1.5,4.3,0,Yes,None,Recreational,Yes,0.25,Morning
1884,Southern,Tamil Nadu,Chennai,Ashtalakshmi Temple,Temple,1976,1.0,4.6,0,Yes,None,Religious,Yes,0.4,Afternoon
1885,Eastern,West Bengal,Kolkata,Birla Temple,Temple,1996,1.0,4.7,0,Yes,None,Religious,Yes,0.55,All
1886,Eastern,West Bengal,Kolkata,Ramakrishna Mission,Religious Organization,1897,2.0,4.8,0,Yes,None,Spiritual,Yes,0.65,Morning
1887,Eastern,West Bengal,Kolkata,Tridhara Sammilani,Pandal,1982,1.5,4.5,0,Yes,None,Cultural,Yes,0.3,Afternoon
1888,Eastern,West Bengal,Kolkata,Quest Mall,Shopping Mall,2013,2.0,4.6,0,Yes,None,Shopping,Yes,0.55,All
1889,Southern,Andhra Pradesh,Hyderabad,LaserMaxx,Laser Tag Arena,2011,1.5,4.3,350,Yes,None,Entertainment,Yes,0.4,Morning
1890,Southern,Andhra Pradesh,Hyderabad,Paigah Tombs,Tomb,1786,2.0,4.6,0,Yes,None,Historical,Yes,0.5,Afternoon
1891,Southern,Andhra Pradesh,Hyderabad,Nehru Zoological Park,Zoo,1963,3.0,4.7,200,Yes,Tuesday,Wildlife,Yes,0.65,All
1892,Western,Gujarat,Ahmedabad,Gujarat Vidyapith,University,1920,2.0,4.5,0,Yes,None,Educational,Yes,0.35,Morning
1893,Western,Gujarat,Ahmedabad,Dada Harir Vav,Stepwell,1499,1.5,4.6,0,Yes,None,Historical,Yes,0.25,Afternoon
1894,Western,Gujarat,Ahmedabad,Sardar Vallabhbhai Patel National Memorial,Museum,1980,2.0,4.7,50,Yes,Monday,Historical,Yes,0.55,All
1895,Northern,Uttarakhand,Dehradun,Guchhupani (Robber's Cave),Natural Feature,Unknown,2.0,4.6,25,Yes,None,Nature,Yes,0.45,Morning
1896,Northern,Uttarakhand,Dehradun,Mindrolling Monastery,Monastery,1965,2.0,4.7,0,Yes,None,Spiritual,Yes,0.35,Afternoon
1897,Northern,Uttarakhand,Dehradun,Dehradun Zoo,Zoo,1982,2.5,4.5,50,Yes,Monday,Wildlife,Yes,0.3,All
1898,Northern,Rajasthan,Jaipur,Dolls Museum,Museum,1974,1.0,4.4,30,Yes,Monday,Cultural,Yes,0.25,Morning
1899,Northern,Rajasthan,Jaipur,Amrapali Museum,Jewelry Museum,2012,2.0,4.6,100,Yes,Tuesday,Cultural,Yes,0.4,Afternoon
1900,Southern,Tamil Nadu,Chennai,Express Avenue,Shopping Mall,2010,2.0,4.7,0,Yes,None,Shopping,Yes,0.7,All
1901,Southern,Tamil Nadu,Chennai,Elliot's Beach,Beach,Unknown,1.5,4.3,0,Yes,None,Recreational,Yes,0.25,Morning
1902,Southern,Tamil Nadu,Chennai,Ashtalakshmi Temple,Temple,1976,1.0,4.6,0,Yes,None,Religious,Yes,0.4,Afternoon
1903,Eastern,West Bengal,Kolkata,Birla Temple,Temple,1996,1.0,4.7,0,Yes,None,Religious,Yes,0.55,All
1904,Eastern,West Bengal,Kolkata,Ramakrishna Mission,Religious Organization,1897,2.0,4.8,0,Yes,None,Spiritual,Yes,0.65,Morning
1905,Eastern,West Bengal,Kolkata,Tridhara Sammilani,Pandal,1982,1.5,4.5,0,Yes,None,Cultural,Yes,0.3,Afternoon
1906,Eastern,West Bengal,Kolkata,Quest Mall,Shopping Mall,2013,2.0,4.6,0,Yes,None,Shopping,Yes,0.55,All
1907,Southern,Andhra Pradesh,Hyderabad,LaserMaxx,Laser Tag Arena,2011,1.5,4.3,350,Yes,None,Entertainment,Yes,0.4,Morning
1908,Southern,Andhra Pradesh,Hyderabad,Paigah Tombs,Tomb,1786,2.0,4.6,0,Yes,None,Historical,Yes,0.5,Afternoon
1909,Southern,Andhra Pradesh,Hyderabad,Nehru Zoological Park,Zoo,1963,3.0,4.7,200,Yes,Tuesday,Wildlife,Yes,0.65,All
1910,Western,Gujarat,Ahmedabad,Gujarat Vidyapith,University,1920,2.0,4.5,0,Yes,None,Educational,Yes,0.35,Morning
1911,Western,Gujarat,Ahmedabad,Dada Harir Vav,Stepwell,1499,1.5,4.6,0,Yes,None,Historical,Yes,0.25,Afternoon
1912,Western,Gujarat,Ahmedabad,Sardar Vallabhbhai Patel National Memorial,Museum,1980,2.0,4.7,50,Yes,Monday,Historical,Yes,0.55,All
1913,Northern,Uttarakhand,Dehradun,Guchhupani (Robber's Cave),Natural Feature,Unknown,2.0,4.6,25,Yes,None,Nature,Yes,0.45,Morning
1914,Northern,Uttarakhand,Dehradun,Mindrolling Monastery,Monastery,1965,2.0,4.7,0,Yes,None,Spiritual,Yes,0.35,Afternoon
1915,Northern,Uttarakhand,Dehradun,Dehradun Zoo,Zoo,1982,2.5,4.5,50,Yes,Monday,Wildlife,Yes,0.3,All
1916,Northern,Rajasthan,Jaipur,Dolls Museum,Museum,1974,1.0,4.4,30,Yes,Monday,Cultural,Yes,0.25,Morning
1917,Northern,Rajasthan,Jaipur,Amrapali Museum,Jewelry Museum,2012,2.0,4.6,100,Yes,Tuesday,Cultural,Yes,0.4,Afternoon
1918,Southern,Tamil Nadu,Chennai,Express Avenue,Shopping Mall,2010,2.0,4.7,0,Yes,None,Shopping,Yes,0.7,All
1919,Southern,Tamil Nadu,Chennai,Elliot's Beach,Beach,Unknown,1.5,4.3,0,Yes,None,Recreational,Yes,0.25,Morning
1920,Southern,Tamil Nadu,Chennai,Ashtalakshmi Temple,Temple,1976,1.0,4.6,0,Yes,None,Religious,Yes,0.4,Afternoon
1921,Eastern,West Bengal,Kolkata,Birla Temple,Temple,1996,1.0,4.7,0,Yes,None,Religious,Yes,0.55,All
1922,Eastern,West Bengal,Kolkata,Ramakrishna Mission,Religious Organization,1897,2.0,4.8,0,Yes,None,Spiritual,Yes,0.65,Morning
1923,Eastern,West Bengal,Kolkata,Tridhara Sammilani,Pandal,1982,1.5,4.5,0,Yes,None,Cultural,Yes,0.3,Afternoon
1924,Eastern,West Bengal,Kolkata,Quest Mall,Shopping Mall,2013,2.0,4.6,0,Yes,None,Shopping,Yes,0.55,All
1925,Southern,Andhra Pradesh,Hyderabad,LaserMaxx,Laser Tag Arena,2011,1.5,4.3,350,Yes,None,Entertainment,Yes,0.4,Morning
1926,Southern,Andhra Pradesh,Hyderabad,Paigah Tombs,Tomb,1786,2.0,4.6,0,Yes,None,Historical,Yes,0.5,Afternoon
1927,Southern,Andhra Pradesh,Hyderabad,Nehru Zoological Park,Zoo,1963,3.0,4.7,200,Yes,Tuesday,Wildlife,Yes,0.65,All
1928,Western,Gujarat,Ahmedabad,Gujarat Vidyapith,University,1920,2.0,4.5,0,Yes,None,Educational,Yes,0.35,Morning
1929,Western,Gujarat,Ahmedabad,Dada Harir Vav,Stepwell,1499,1.5,4.6,0,Yes,None,Historical,Yes,0.25,Afternoon
1930,Western,Gujarat,Ahmedabad,Sardar Vallabhbhai Patel National Memorial,Museum,1980,2.0,4.7,50,Yes,Monday,Historical,Yes,0.55,All
1931,Northern,Uttarakhand,Dehradun,Guchhupani (Robber's Cave),Natural Feature,Unknown,2.0,4.6,25,Yes,None,Nature,Yes,0.45,Morning
1932,Northern,Uttarakhand,Dehradun,Mindrolling Monastery,Monastery,1965,2.0,4.7,0,Yes,None,Spiritual,Yes,0.35,Afternoon
1933,Northern,Uttarakhand,Dehradun,Dehradun Zoo,Zoo,1982,2.5,4.5,50,Yes,Monday,Wildlife,Yes,0.3,All
1934,Northern,Rajasthan,Jaipur,Dolls Museum,Museum,1974,1.0,4.4,30,Yes,Monday,Cultural,Yes,0.25,Morning
1935,Northern,Rajasthan,Jaipur,Amrapali Museum,Jewelry Museum,2012,2.0,4.6,100,Yes,Tuesday,Cultural,Yes,0.4,Afternoon
1936,Southern,Tamil Nadu,Chennai,Express Avenue,Shopping Mall,2010,2.0,4.7,0,Yes,None,Shopping,Yes,0.7,All
1937,Southern,Tamil Nadu,Chennai,Elliot's Beach,Beach,Unknown,1.5,4.3,0,Yes,None,Recreational,Yes,0.25,Morning
1938,Southern,Tamil Nadu,Chennai,Ashtalakshmi Temple,Temple,1976,1.0,4.6,0,Yes,None,Religious,Yes,0.4,Afternoon
1939,Eastern,West Bengal,Kolkata,Birla Temple,Temple,1996,1.0,4.7,0,Yes,None,Religious,Yes,0.55,All
1940,Eastern,West Bengal,Kolkata,Ramakrishna Mission,Religious Organization,1897,2.0,4.8,0,Yes,None,Spiritual,Yes,0.65,Morning
1941,Eastern,West Bengal,Kolkata,Tridhara Sammilani,Pandal,1982,1.5,4.5,0,Yes,None,Cultural,Yes,0.3,Afternoon
1942,Eastern,West Bengal,Kolkata,Quest Mall,Shopping Mall,2013,2.0,4.6,0,Yes,None,Shopping,Yes,0.55,All
1943,Southern,Andhra Pradesh,Hyderabad,LaserMaxx,Laser Tag Arena,2011,1.5,4.3,350,Yes,None,Entertainment,Yes,0.4,Morning
1944,Southern,Andhra Pradesh,Hyderabad,Paigah Tombs,Tomb,1786,2.0,4.6,0,Yes,None,Historical,Yes,0.5,Afternoon
1945,Southern,Andhra Pradesh,Hyderabad,Nehru Zoological Park,Zoo,1963,3.0,4.7,200,Yes,Tuesday,Wildlife,Yes,0.65,All
1946,Western,Gujarat,Ahmedabad,Gujarat Vidyapith,University,1920,2.0,4.5,0,Yes,None,Educational,Yes,0.35,Morning
1947,Western,Gujarat,Ahmedabad,Dada Harir Vav,Stepwell,1499,1.5,4.6,0,Yes,None,Historical,Yes,0.25,Afternoon
1948,Western,Gujarat,Ahmedabad,Sardar Vallabhbhai Patel National Memorial,Museum,1980,2.0,4.7,50,Yes,Monday,Historical,Yes,0.55,All
1949,Northern,Uttarakhand,Dehradun,Guchhupani (Robber's Cave),Natural Feature,Unknown,2.0,4.6,25,Yes,None,Nature,Yes,0.45,Morning
1950,Northern,Uttarakhand,Dehradun,Mindrolling Monastery,Monastery,1965,2.0,4.7,0,Yes,None,Spiritual,Yes,0.35,Afternoon
1951,Northern,Uttarakhand,Dehradun,Dehradun Zoo,Zoo,1982,2.5,4.5,50,Yes,Monday,Wildlife,Yes,0.3,All
1952,Northern,Rajasthan,Jaipur,Dolls Museum,Museum,1974,1.0,4.4,30,Yes,Monday,Cultural,Yes,0.25,Morning
1953,Northern,Rajasthan,Jaipur,Amrapali Museum,Jewelry Museum,2012,2.0,4.6,100,Yes,Tuesday,Cultural,Yes,0.4,Afternoon
1954,Southern,Tamil Nadu,Chennai,Express Avenue,Shopping Mall,2010,2.0,4.7,0,Yes,None,Shopping,Yes,0.7,All
1955,Southern,Tamil Nadu,Chennai,Elliot's Beach,Beach,Unknown,1.5,4.3,0,Yes,None,Recreational,Yes,0.25,Morning
1956,Southern,Tamil Nadu,Chennai,Ashtalakshmi Temple,Temple,1976,1.0,4.6,0,Yes,None,Religious,Yes,0.4,Afternoon
1957,Eastern,West Bengal,Kolkata,Birla Temple,Temple,1996,1.0,4.7,0,Yes,None,Religious,Yes,0.55,All
1958,Eastern,West Bengal,Kolkata,Ramakrishna Mission,Religious Organization,1897,2.0,4.8,0,Yes,None,Spiritual,Yes,0.65,Morning
1959,Eastern,West Bengal,Kolkata,Tridhara Sammilani,Pandal,1982,1.5,4.5,0,Yes,None,Cultural,Yes,0.3,Afternoon
1960,Eastern,West Bengal,Kolkata,Quest Mall,Shopping Mall,2013,2.0,4.6,0,Yes,None,Shopping,Yes,0.55,All
1961,Eastern,West Bengal,Kolkata,Tridhara Sammilani,Pandal,1982,1.5,4.5,0,Yes,None,Cultural,Yes,0.3,Afternoon
1962,Eastern,West Bengal,Kolkata,Quest Mall,Shopping Mall,2013,2.0,4.6,0,Yes,None,Shopping,Yes,0.55,All
1963,Southern,Andhra Pradesh,Hyderabad,LaserMaxx,Laser Tag Arena,2011,1.5,4.3,350,Yes,None,Entertainment,Yes,0.4,Morning
1964,Southern,Andhra Pradesh,Hyderabad,Paigah Tombs,Tomb,1786,2.0,4.6,0,Yes,None,Historical,Yes,0.5,Afternoon
1965,Southern,Andhra Pradesh,Hyderabad,Nehru Zoological Park,Zoo,1963,3.0,4.7,200,Yes,Tuesday,Wildlife,Yes,0.65,All
1966,Western,Gujarat,Ahmedabad,Gujarat Vidyapith,University,1920,2.0,4.5,0,Yes,None,Educational,Yes,0.35,Morning
1967,Western,Gujarat,Ahmedabad,Dada Harir Vav,Stepwell,1499,1.5,4.6,0,Yes,None,Historical,Yes,0.25,Afternoon
1968,Western,Gujarat,Ahmedabad,Sardar Vallabhbhai Patel National Memorial,Museum,1980,2.0,4.7,50,Yes,Monday,Historical,Yes,0.55,All
1969,Northern,Uttarakhand,Dehradun,Guchhupani (Robber's Cave),Natural Feature,Unknown,2.0,4.6,25,Yes,None,Nature,Yes,0.45,Morning
1970,Northern,Uttarakhand,Dehradun,Mindrolling Monastery,Monastery,1965,2.0,4.7,0,Yes,None,Spiritual,Yes,0.35,Afternoon
1971,Northern,Uttarakhand,Dehradun,Dehradun Zoo,Zoo,1982,2.5,4.5,50,Yes,Monday,Wildlife,Yes,0.3,All
1972,Northern,Rajasthan,Jaipur,Dolls Museum,Museum,1974,1.0,4.4,30,Yes,Monday,Cultural,Yes,0.25,Morning
1973,Northern,Rajasthan,Jaipur,Amrapali Museum,Jewelry Museum,2012,2.0,4.6,100,Yes,Tuesday,Cultural,Yes,0.4,Afternoon
1974,Southern,Tamil Nadu,Chennai,Express Avenue,Shopping Mall,2010,2.0,4.7,0,Yes,None,Shopping,Yes,0.7,All
1975,Southern,Tamil Nadu,Chennai,Elliot's Beach,Beach,Unknown,1.5,4.3,0,Yes,None,Recreational,Yes,0.25,Morning
1976,Southern,Tamil Nadu,Chennai,Ashtalakshmi Temple,Temple,1976,1.0,4.6,0,Yes,None,Religious,Yes,0.4,Afternoon
1977,Eastern,West Bengal,Kolkata,Birla Temple,Temple,1996,1.0,4.7,0,Yes,None,Religious,Yes,0.55,All
1978,Eastern,West Bengal,Kolkata,Ramakrishna Mission,Religious Organization,1897,2.0,4.8,0,Yes,None,Spiritual,Yes,0.65,Morning
1979,Eastern,West Bengal,Kolkata,Tridhara Sammilani,Pandal,1982,1.5,4.5,0,Yes,None,Cultural,Yes,0.3,Afternoon
1980,Eastern,West Bengal,Kolkata,Quest Mall,Shopping Mall,2013,2.0,4.6,0,Yes,None,Shopping,Yes,0.55,All
1981,Southern,Andhra Pradesh,Hyderabad,LaserMaxx,Laser Tag Arena,2011,1.5,4.3,350,Yes,None,Entertainment,Yes,0.4,Morning
1982,Southern,Andhra Pradesh,Hyderabad,Paigah Tombs,Tomb,1786,2.0,4.6,0,Yes,None,Historical,Yes,0.5,Afternoon
1983,Southern,Andhra Pradesh,Hyderabad,Nehru Zoological Park,Zoo,1963,3.0,4.7,200,Yes,Tuesday,Wildlife,Yes,0.65,All
1984,Western,Gujarat,Ahmedabad,Gujarat Vidyapith,University,1920,2.0,4.5,0,Yes,None,Educational,Yes,0.35,Morning
1985,Western,Gujarat,Ahmedabad,Dada Harir Vav,Stepwell,1499,1.5,4.6,0,Yes,None,Historical,Yes,0.25,Afternoon
1986,Western,Gujarat,Ahmedabad,Sardar Vallabhbhai Patel National Memorial,Museum,1980,2.0,4.7,50,Yes,Monday,Historical,Yes,0.55,All
1987,Northern,Uttarakhand,Dehradun,Guchhupani (Robber's Cave),Natural Feature,Unknown,2.0,4.6,25,Yes,None,Nature,Yes,0.45,Morning
1988,Northern,Uttarakhand,Dehradun,Mindrolling Monastery,Monastery,1965,2.0,4.7,0,Yes,None,Spiritual,Yes,0.35,Afternoon
1989,Northern,Uttarakhand,Dehradun,Dehradun Zoo,Zoo,1982,2.5,4.5,50,Yes,Monday,Wildlife,Yes,0.3,All
1990,Northern,Rajasthan,Jaipur,Dolls Museum,Museum,1974,1.0,4.4,30,Yes,Monday,Cultural,Yes,0.25,Morning
1991,Northern,Rajasthan,Jaipur,Amrapali Museum,Jewelry Museum,2012,2.0,4.6,100,Yes,Tuesday,Cultural,Yes,0.4,Afternoon
1992,Southern,Tamil Nadu,Chennai,Express Avenue,Shopping Mall,2010,2.0,4.7,0,Yes,None,Shopping,Yes,0.7,All
1993,Southern,Tamil Nadu,Chennai,Elliot's Beach,Beach,Unknown,1.5,4.3,0,Yes,None,Recreational,Yes,0.25,Morning
1994,Southern,Tamil Nadu,Chennai,Ashtalakshmi Temple,Temple,1976,1.0,4.6,0,Yes,None,Religious,Yes,0.4,Afternoon
1995,Eastern,West Bengal,Kolkata,Birla Temple,Temple,1996,1.0,4.7,0,Yes,None,Religious,Yes,0.55,All
1996,Eastern,West Bengal,Kolkata,Ramakrishna Mission,Religious Organization,1897,2.0,4.8,0,Yes,None,Spiritual,Yes,0.65,Morning
1997,Eastern,West Bengal,Kolkata,Tridhara Sammilani,Pandal,1982,1.5,4.5,0,Yes,None,Cultural,Yes,0.3,Afternoon
1998,Eastern,West Bengal,Kolkata,Quest Mall,Shopping Mall,2013,2.0,4.6,0,Yes,None,Shopping,Yes,0.55,All
1999,Southern,Andhra Pradesh,Hyderabad,LaserMaxx,Laser Tag Arena,2011,1.5,4.3,350,Yes,None,Entertainment,Yes,0.4,Morning
2000,Southern,Andhra Pradesh,Hyderabad,Paigah Tombs,Tomb,1786,2.0,4.6,0,Yes,None,Historical,Yes,0.5,Afternoon
2001,Eastern,West Bengal,Kolkata,Science City,Science Center,1997,3.0,4.6,150,Yes,None,Educational,Yes,0.65,Morning
2002,Southern,Andhra Pradesh,Hyderabad,Telangana State Archaeology Museum,Museum,1930,2.0,4.5,50,Yes,Monday,Historical,Yes,0.45,Morning
2003,Southern,Andhra Pradesh,Hyderabad,Public Garden,Park,1846,2.0,4.4,0,Yes,None,Recreational,Yes,0.35,Afternoon
2004,Southern,Andhra Pradesh,Hyderabad,Lumbini Park,Park,1994,1.5,4.6,20,Yes,None,Recreational,Yes,0.55,All
2005,Western,Gujarat,Ahmedabad,Kankaria Lake,Lake,1451,2.0,4.5,0,Yes,None,Recreational,Yes,0.65,Morning
2006,Western,Gujarat,Ahmedabad,Manek Chowk,Food Court,1740,1.0,4.6,0,Yes,None,Food,Yes,0.5,Afternoon
2007,Western,Gujarat,Ahmedabad,National Institute of Design,Design Institute,1961,2.0,4.7,0,Yes,None,Educational,Yes,0.55,All
2008,Northern,Uttarakhand,Dehradun,Forest Survey of India,Educational,1981,2.0,4.5,0,Yes,Saturday,Scientific,Yes,0.35,Morning
2009,Northern,Uttarakhand,Dehradun,Asan Conservation Reserve,Conservation Area,2005,2.5,4.6,50,Yes,None,Wildlife,Yes,0.4,Afternoon
2010,Northern,Uttarakhand,Dehradun,Malsi Deer Park,Deer Park,1976,1.5,4.4,20,Yes,Monday,Wildlife,Yes,0.3,All
2011,Northern,Rajasthan,Jaipur,Rajasthan Polo Club,Polo Club,1918,2.0,4.5,0,Yes,None,Sports,Yes,0.55,Morning
2012,Northern,Rajasthan,Jaipur,Anokhi Museum,Museum,2005,1.5,4.6,30,Yes,Tuesday,Cultural,Yes,0.35,Afternoon
2013,Southern,Tamil Nadu,Chennai,Express Avenue,Shopping Mall,2010,2.0,4.7,0,Yes,None,Shopping,Yes,0.7,All
2014,Southern,Tamil Nadu,Chennai,Elliot's Beach,Beach,Unknown,1.5,4.3,0,Yes,None,Recreational,Yes,0.25,Morning
2015,Southern,Tamil Nadu,Chennai,Ashtalakshmi Temple,Temple,1976,1.0,4.6,0,Yes,None,Religious,Yes,0.4,Afternoon
2016,Eastern,West Bengal,Kolkata,Birla Temple,Temple,1996,1.0,4.7,0,Yes,None,Religious,Yes,0.55,All
2017,Eastern,West Bengal,Kolkata,Ramakrishna Mission,Religious Organization,1897,2.0,4.8,0,Yes,None,Spiritual,Yes,0.65,Morning
2018,Eastern,West Bengal,Kolkata,Tridhara Sammilani,Pandal,1982,1.5,4.5,0,Yes,None,Cultural,Yes,0.3,Afternoon
2019,Eastern,West Bengal,Kolkata,Quest Mall,Shopping Mall,2013,2.0,4.6,0,Yes,None,Shopping,Yes,0.55,All
2020,Southern,Andhra Pradesh,Hyderabad,LaserMaxx,Laser Tag Arena,2011,1.5,4.3,350,Yes,None,Entertainment,Yes,0.4,Morning
2021,Southern,Andhra Pradesh,Hyderabad,Paigah Tombs,Tomb,1786,2.0,4.6,0,Yes,None,Historical,Yes,0.5,Afternoon
2022,Southern,Andhra Pradesh,Hyderabad,Nehru Zoological Park,Zoo,1963,3.0,4.7,200,Yes,Tuesday,Wildlife,Yes,0.65,All
2023,Western,Gujarat,Ahmedabad,Gujarat Vidyapith,University,1920,2.0,4.5,0,Yes,None,Educational,Yes,0.35,Morning
2024,Western,Gujarat,Ahmedabad,Dada Harir Vav,Stepwell,1499,1.5,4.6,0,Yes,None,Historical,Yes,0.25,Afternoon
2025,Western,Gujarat,Ahmedabad,Sardar Vallabhbhai Patel National Memorial,Museum,1980,2.0,4.7,50,Yes,Monday,Historical,Yes,0.55,All
2026,Northern,Uttarakhand,Dehradun,Guchhupani (Robber's Cave),Natural Feature,Unknown,2.0,4.6,25,Yes,None,Nature,Yes,0.45,Morning
2027,Northern,Uttarakhand,Dehradun,Mindrolling Monastery,Monastery,1965,2.0,4.7,0,Yes,None,Spiritual,Yes,0.35,Afternoon
2028,Northern,Uttarakhand,Dehradun,Dehradun Zoo,Zoo,1982,2.5,4.5,50,Yes,Monday,Wildlife,Yes,0.3,All
2029,Northern,Rajasthan,Jaipur,Dolls Museum,Museum,1974,1.0,4.4,30,Yes,Monday,Cultural,Yes,0.25,Morning
2030,Northern,Rajasthan,Jaipur,Amrapali Museum,Jewelry Museum,2012,2.0,4.6,100,Yes,Tuesday,Cultural,Yes,0.4,Afternoon
2031,Southern,Tamil Nadu,Chennai,Express Avenue,Shopping Mall,2010,2.0,4.7,0,Yes,None,Shopping,Yes,0.7,All
2032,Southern,Tamil Nadu,Chennai,Elliot's Beach,Beach,Unknown,1.5,4.3,0,Yes,None,Recreational,Yes,0.25,Morning
2033,Southern,Tamil Nadu,Chennai,Ashtalakshmi Temple,Temple,1976,1.0,4.6,0,Yes,None,Religious,Yes,0.4,Afternoon
2034,Eastern,West Bengal,Kolkata,Birla Temple,Temple,1996,1.0,4.7,0,Yes,None,Religious,Yes,0.55,All
2035,Eastern,West Bengal,Kolkata,Ramakrishna Mission,Religious Organization,1897,2.0,4.8,0,Yes,None,Spiritual,Yes,0.65,Morning
2036,Eastern,West Bengal,Kolkata,Tridhara Sammilani,Pandal,1982,1.5,4.5,0,Yes,None,Cultural,Yes,0.3,Afternoon
2037,Eastern,West Bengal,Kolkata,Quest Mall,Shopping Mall,2013,2.0,4.6,0,Yes,None,Shopping,Yes,0.55,All
2038,Southern,Andhra Pradesh,Hyderabad,LaserMaxx,Laser Tag Arena,2011,1.5,4.3,350,Yes,None,Entertainment,Yes,0.4,Morning
2039,Southern,Andhra Pradesh,Hyderabad,Paigah Tombs,Tomb,1786,2.0,4.6,0,Yes,None,Historical,Yes,0.5,Afternoon
2040,Southern,Andhra Pradesh,Hyderabad,Nehru Zoological Park,Zoo,1963,3.0,4.7,200,Yes,Tuesday,Wildlife,Yes,0.65,All
2041,Western,Gujarat,Ahmedabad,Gujarat Vidyapith,University,1920,2.0,4.5,0,Yes,None,Educational,Yes,0.35,Morning
2042,Western,Gujarat,Ahmedabad,Dada Harir Vav,Stepwell,1499,1.5,4.6,0,Yes,None,Historical,Yes,0.25,Afternoon
2043,Western,Gujarat,Ahmedabad,Sardar Vallabhbhai Patel National Memorial,Museum,1980,2.0,4.7,50,Yes,Monday,Historical,Yes,0.55,All
2044,Northern,Uttarakhand,Dehradun,Guchhupani (Robber's Cave),Natural Feature,Unknown,2.0,4.6,25,Yes,None,Nature,Yes,0.45,Morning
2045,Northern,Uttarakhand,Dehradun,Mindrolling Monastery,Monastery,1965,2.0,4.7,0,Yes,None,Spiritual,Yes,0.35,Afternoon
2046,Northern,Uttarakhand,Dehradun,Dehradun Zoo,Zoo,1982,2.5,4.5,50,Yes,Monday,Wildlife,Yes,0.3,All
2047,Northern,Rajasthan,Jaipur,Dolls Museum,Museum,1974,1.0,4.4,30,Yes,Monday,Cultural,Yes,0.25,Morning
2048,Northern,Rajasthan,Jaipur,Amrapali Museum,Jewelry Museum,2012,2.0,4.6,100,Yes,Tuesday,Cultural,Yes,0.4,Afternoon
